일시,지점,일최저체감온도,일최고기온,일평균기온,일최저기온,일평균상대습도,일평균풍속,일최대풍속,한파특보,한파영향예보,동파가능지수3h
2021-01-26,의왕(445),-1,5.6,3.6,0.3,,0.7,2.6,X, ,낮음
2021-01-26,포천(504),-3.1,5.7,2.4,-0.8,88,1.1,3.6,X, ,낮음
2021-01-26,가평조종(505),-2.9,4.8,1.9,-0.7,89,0.9,3.7,X, ,낮음
2021-01-26,안성(516),-0.8,7,3.6,0.9,93,1.4,5.4,X, ,낮음
2021-01-26,간성(517),1.7,11.3,5.6,3.5,79,1.1,4,X, ,낮음
2021-01-26,평창(526),-4.1,4.9,1.2,-1.7,89,0.5,1.8,X, ,낮음
2021-01-26,의정부(532),-1.9,6.3,4,0.2,90,1,3,X, ,낮음
2021-01-26,횡성(536),-2.9,5,2.1,-0.6,92,0.5,2.2,X, ,낮음
2021-01-26,고양(540),-0.5,7.6,4,-1.4,83,1,4,X, ,낮음
2021-01-26,남양주(541),-0.4,6.7,3.9,0,83,0.9,3.2,X, ,낮음
2021-01-26,안산(545),-1.6,6.6,3.2,-1.7,97,0.4,2.2,X, ,낮음
2021-01-26,경기광주(546),-0.7,5.2,3.2,0.5,89,0.9,2.5,X, ,낮음
2021-01-26,여주(548),-1.5,5.6,3.2,1.3,90,1,3.1,X, ,낮음
2021-01-26,용인(549),0.5,6.8,4.1,1.2,84,0.9,2.7,X, ,낮음
2021-01-26,오산(550),-0.4,6.9,4.4,1.2,81,1.1,2.9,X, ,낮음
2021-01-26,평택(551),-0.6,7.9,4.5,1.7,93,1.6,5.2,X, ,낮음
2021-01-26,화천(555),-2.5,4.9,1.3,-1.1,96,0.2,1.6,X, ,낮음
2021-01-26,양구(556),-3.6,4.7,1,-1.8,90,0.6,3,X, ,낮음
2021-01-26,시흥(565),-3.3,6.2,3.4,-1.9,85,1.4,4.1,X, ,낮음
2021-01-26,구리(569),0.3,6.4,4.3,1.2,75,1.1,3.2,X, ,낮음
2021-01-26,화성(571),0.4,6.9,4.4,0.3,88,1,2.5,X, ,낮음
2021-01-26,성남(572),1.6,6.9,4.8,1.3,75,0.7,2.6,X, ,낮음
2021-01-26,과천(590),-0.8,6.8,4.4,0.4,87,1.3,4.4,X, ,낮음
2021-01-26,양주(598),-3.3,7,2.5,-2.3,85,1.1,2.8,X, ,낮음
2021-01-26,단양(601),-2.1,4.7,2.9,0.3,93,0.5,2,X, ,낮음
2021-01-26,진천(602),-1.3,7.5,4,0.8,90,1.7,6.7,X, ,낮음
2021-01-26,괴산(603),-2.6,6.5,3.1,-0.8,91,1,3.4,X, ,낮음
2021-01-26,옥천(604),0.7,7.4,4.8,2.8,87,0.8,2.8,X, ,낮음
2021-01-26,홍북(608),-1.7,7.4,3.5,0.5,97,1.5,4.9,X, ,낮음
2021-01-26,공주(612),-1.1,7,4.1,1.5,88,0.9,3.7,X, ,낮음
2021-01-26,서천(614),1.4,7.9,4.7,2,90,1.2,4.5,X, ,낮음
2021-01-26,논산(615),0.4,7.7,4.9,2.5,88,1.3,4.4,X, ,낮음
2021-01-26,당진(616),-2.1,7,3.8,-0.2,89,1.4,4.5,X, ,낮음
2021-01-26,청양(618),0.6,7.1,3.2,0.4,93,0.3,1.4,X, ,낮음
2021-01-26,음성(619),-4,5.8,2.5,-1.3,93,1.9,5.7,X, ,낮음
2021-01-26,증평(623),0.6,6.6,5,3.5,89,1.1,3.8,X, ,낮음
2021-01-26,태안(627),-0.3,6.6,4,-0.1,92,1.4,5.4,X, ,낮음
2021-01-26,예산(628),0.4,8.2,4.5,1,91,1.4,4.4,X, ,낮음
2021-01-26,아산(634),-0.6,8.6,4.3,0.7,95,1.7,4.3,X, ,낮음
2021-01-26,계룡(636),-1.8,7,3.5,0.1,91,0.7,3.2,X, ,낮음
2021-01-26,연천청산(652),-2.4,7.5,3,-1.4,84,1.1,3.8,X, ,낮음
2021-01-26,양양(670),2.6,10.7,6.4,3.9,82,1.9,5.1,X, ,낮음
2021-01-26,무안(699),1,8.8,6.5,5,88,2.8,6.9,X, ,낮음
2021-01-26,무주(701),-0.8,5.7,3.8,1.4,91,0.8,2.9,X, ,낮음
2021-01-26,익산(702),2.1,8.7,5.5,2.5,90,1,3.2,X, ,낮음
2021-01-26,진안(703),-1.2,5.4,3.2,0.7,93,1,2.8,X, ,낮음
2021-01-26,담양(706),1.5,8.8,6,4.2,93,1.8,3.3,X, ,낮음
2021-01-26,구례(709),1.5,8.6,6.1,2.6,88,1.3,4.1,X, ,낮음
2021-01-26,나주(710),1.1,8.9,6.4,4.9,89,2.5,6,X, ,낮음
2021-01-26,순천시(712),3,8.7,7.2,6,80,1.8,5.1,X, ,낮음
2021-01-26,광양읍(713),3.8,9.1,7.3,5.8,88,1.1,3.1,X, ,낮음
2021-01-26,장성(730),1.3,8.7,6.1,4.5,86,1.8,3.9,X, ,낮음
2021-01-26,영암(731),1.6,9,6.6,4.7,90,1.8,4.8,X, ,낮음
2021-01-26,보성(732),0.5,7.3,5.5,3.2,91,1.5,3.7,X, ,낮음
2021-01-26,완주(734),0.6,8.6,5.4,2,91,1.1,3.9,X, ,낮음
2021-01-26,김제(737),-0.3,8.7,5,3.7,88,2.2,5.6,X, ,낮음
2021-01-26,화순(741),0.4,8.2,6,4.5,84,1.6,5.8,X, ,낮음
2021-01-26,함평(754),0.2,8.9,6.4,4.6,87,2.9,6,X, ,낮음
2021-01-26,곡성(768),0.3,7.3,5.1,3,86,1.6,4.4,X, ,낮음
2021-01-26,압해도(789),1,8.5,6.7,5.5,84,3.3,7.2,X, ,낮음
2021-01-26,영양(801),-1.4,5.6,3.9,1.2,93,1.5,3.1,X, ,낮음
2021-01-26,성주(810),-1.4,7.2,4.6,0.5,89,0.8,3.5,X, ,낮음
2021-01-26,고령(812),-1.6,6.8,3.4,0.8,98,0.4,1.5,X, ,낮음
2021-01-26,청도(813),-2,7.2,4.4,0.5,90,0.9,2.8,X, ,낮음
2021-01-26,예천(815),-0.8,6.8,4.4,0.5,82,0.7,2.4,X, ,낮음
2021-01-26,김천(822),-1.8,6.6,3.3,-0.7,91,0.7,3.3,X, ,낮음
2021-01-26,군위(823),-2.8,6.5,3.3,-0.1,96,0.8,2.7,X, ,낮음
2021-01-26,칠곡(825),0.6,6.9,5.3,1,94,1.1,3.3,X, ,낮음
2021-01-26,경산(827),1.9,7.5,5.6,3.4,82,0.9,2.9,X, ,낮음
2021-01-26,삼척(876),1,10.1,6.5,2.8,67,1.3,4,X, ,낮음
2021-01-26,속초(90),1.4,8.5,5.3,3.4,77.6,1.4,4.5,X, ,낮음
2021-01-26,삼천포(907),2.4,8.3,6.6,4.5,81,2.6,9.4,X, ,낮음
2021-01-26,고성(918),-0.3,8.4,5.6,1.7,90,2.2,5.6,X, ,낮음
2021-01-26,창녕(919),1.6,7.1,5.1,2.5,94,1.3,4.5,X, ,낮음
2021-01-26,함안(920),-1.5,6.6,4,0.2,96,0.9,3.2,X, ,낮음
2021-01-26,북춘천(93),-3.3,4.3,1.6,-0.2,96,0.5,2.4,X, ,낮음
2021-01-26,하동(932),2.7,8.5,6.2,2.9,92,0.9,3.2,X, ,낮음
2021-01-26,철원(95),-2.4,6.3,2.1,-2.1,98.6,0.8,2.9,X, ,낮음
2021-01-26,동두천(98),-1,7.3,3.5,0.2,87.1,1.2,3.6,X, ,낮음
2021-01-26,파주(99),-3.6,7.4,2,-2.3,90.5,0.9,2.7,X, ,낮음
2021-01-27,북강릉(104),-1.8,7.5,3.5,-0.6,39.5,1.1,3.5,X, ,낮음
2021-01-27,동해(106),-2.4,7,4.3,0.3,40.5,2.6,5,X, ,낮음
2021-01-27,서울(108),-5,6.5,1.7,-1.8,47.6,2.2,5.2,X, ,낮음
2021-01-27,인천(112),-5,5,1.5,-0.4,38,3.5,5.7,X, ,낮음
2021-01-27,원주(114),-1.2,6.6,2.3,-1.2,59,0.7,2.4,X, ,낮음
2021-01-27,울릉도(115),-2.9,7.4,3.7,1.6,52.3,3.8,11.6,X, ,낮음
2021-01-27,수원(119),-3.9,6.2,1.5,-2.4,60.5,1.5,4.3,X, ,낮음
2021-01-27,영월(121),-0.9,8.3,2.1,-1.5,62.6,0.6,2.3,X, ,낮음
2021-01-27,충주(127),-4.2,6.8,1.6,-2.1,61,1.2,3,X, ,낮음
2021-01-27,서산(129),-4.9,5.8,1,-3,56.5,1.5,4.4,X, ,낮음
2021-01-27,울진(130),-3.2,7.8,4.4,-0.2,50.4,2.6,5.3,X, ,낮음
2021-01-27,청주(131),-1.1,7.1,3.3,0.8,46,1.6,4.3,X, ,낮음
2021-01-27,대전(133),-2,7.9,2.9,-0.6,52.3,1.5,4.1,X, ,낮음
2021-01-27,추풍령(135),-5.3,7.3,2.2,-2.3,49.8,3.7,8.3,X, ,낮음
2021-01-27,안동(136),-2.2,8.8,3,-1.3,56.5,1.4,3.3,X, ,낮음
2021-01-27,상주(137),-3.3,9.4,3.5,-1,52.6,2,4.9,X, ,낮음
2021-01-27,포항(138),0.1,9.6,6.3,4,51.3,2.5,6.2,X, ,낮음
2021-01-27,군산(140),-1.3,8.5,3.7,0.1,52.1,1.2,4.8,X, ,낮음
2021-01-27,대구(143),-0.9,10.4,5.8,2.9,58,2.7,6.2,X, ,낮음
2021-01-27,전주(146),-1.5,8.5,3.8,0.8,52.1,2.5,6.8,X, ,낮음
2021-01-27,울산(152),-0.4,10.4,5.6,2.9,59.4,2.4,5.7,X, ,낮음
2021-01-27,창원(155),-0.2,10.2,5.9,2.9,40.9,1.6,3.6,X, ,낮음
2021-01-27,광주(156),-1.8,10.3,5.1,2,41.8,2.4,5.1,X, ,낮음
2021-01-27,부산(159),0.4,12.9,7.4,3.9,49.1,,7.1,X, ,낮음
2021-01-27,통영(162),-0.4,12,6.3,3.3,54.4,2.5,7.7,X, ,낮음
2021-01-27,목포(165),-2.9,6.9,3.9,2.1,60.3,5.9,9,X, ,낮음
2021-01-27,여수(168),-0.6,9.7,6,2.9,51.1,2.6,7.9,X, ,낮음
2021-01-27,흑산도(169),-0.9,7.5,5.4,4.5,58.9,9.1,12.5,X, ,낮음
2021-01-27,완도(170),0.4,12.3,6.2,2.4,50.1,1.8,4.9,X, ,낮음
2021-01-27,고창(172),-4.2,7.3,2.9,-0.6,60.4,4.2,9.6,X, ,낮음
2021-01-27,제주(184),3,10,7.6,5.8,52.8,2.3,4.9,X, ,낮음
2021-01-27,진주(192),-3.5,11.4,4.1,-1.2,61.5,0.9,3.5,X, ,낮음
2021-01-27,양평(202),-3.6,8.4,2.4,-2,57.3,1.5,3.9,X, ,낮음
2021-01-27,이천(203),-3.7,7.9,2.3,-1.8,54.1,1.3,3.2,X, ,낮음
2021-01-27,인제(211),-4.6,6.9,0.3,-3.9,66.1,0.8,3.2,X, ,낮음
2021-01-27,홍천(212),-5,6.8,0.3,-3.6,68.3,0.6,2.2,X, ,낮음
2021-01-27,태백(216),-4.3,4.5,0.1,-3.7,51.9,0.8,2.3,X, ,낮음
2021-01-27,정선군(217),-3.9,7.1,0.9,-3.1,63,1.1,3.5,X, ,낮음
2021-01-27,제천(221),-3.9,6.4,1,-3.7,67,1.3,3.6,X, ,낮음
2021-01-27,보은(226),-3.8,7.4,1.7,-3,62.8,1.2,3.8,X, ,낮음
2021-01-27,천안(232),-3.5,7.1,1.9,-2,59.3,1.3,3.1,X, ,낮음
2021-01-27,보령(235),-2.3,6.9,2.7,-0.1,51.1,1.8,6.1,X, ,낮음
2021-01-27,부여(236),-3.2,8.5,3.1,-1.6,51.4,1.2,3.9,X, ,낮음
2021-01-27,금산(238),-3.4,7.8,2.1,-2,63.5,1.1,4.3,X, ,낮음
2021-01-27,세종(239),-1.9,6.8,2.5,-0.5,45,1.7,4.6,X, ,낮음
2021-01-27,부안(243),-1.2,9,3.4,-0.2,66,1.5,4.6,X, ,낮음
2021-01-27,임실(244),-2.7,8.2,2.8,-1.6,56.9,1.6,4.4,X, ,낮음
2021-01-27,정읍(245),-2.5,6.9,2.6,-1,61.3,2.1,6.2,X, ,낮음
2021-01-27,남원(247),-2.8,9.7,4,-0.5,56.6,1.5,4.1,X, ,낮음
2021-01-27,장수(248),-5,6.7,1.3,-2.1,62.8,2.6,7.6,X, ,낮음
2021-01-27,영광군(252),-2.2,7.9,3.3,-0.2,54,2.4,6.2,X, ,낮음
2021-01-27,김해시(253),0.4,11.7,6,1.6,52.5,1.5,4.3,X, ,낮음
2021-01-27,순창군(254),-2.5,9.5,4.2,0.2,50.1,2.3,6.6,X, ,낮음
2021-01-27,양산시(257),-1.8,12.8,6.3,0.9,62.9,1.7,4.1,X, ,낮음
2021-01-27,강진군(259),-2.4,11,4.8,-0.3,50.6,2.8,5.9,X, ,낮음
2021-01-27,장흥(260),-1.6,11.4,4.6,-1.5,53.4,2.4,6.8,X, ,낮음
2021-01-27,해남(261),-3,9.7,3.4,-2.8,61.6,2.7,5.8,X, ,낮음
2021-01-27,고흥(262),-2.4,10.9,4.1,-1.1,60,1.1,4.5,X, ,낮음
2021-01-27,의령군(263),-3.3,12.2,4.2,-1.5,60.5,1.5,5.3,X, ,낮음
2021-01-27,함양군(264),-2.4,11.6,4.4,-0.5,50.4,2,5.1,X, ,낮음
2021-01-27,진도군ASOS(268),-2.1,9.1,4.4,-0.7,59.5,4.1,8.3,X, ,낮음
2021-01-27,봉화(271),-5.8,5.8,0.4,-3.7,72.9,1,2.6,X, ,낮음
2021-01-27,영주(272),-5.1,7.4,2.8,-2.4,53,3.4,6.7,X, ,낮음
2021-01-27,문경(273),-3.7,7.6,3.3,-0.9,43.9,2.6,4.6,X, ,낮음
2021-01-27,청송군(276),-4.4,8.6,2,-3.3,63.4,1.7,4.2,X, ,낮음
2021-01-27,영덕(277),-2.4,10.4,4.8,0.4,53.9,3.6,8.5,X, ,낮음
2021-01-27,의성(278),-3,9.4,2.5,-2.7,69,0.8,3.1,X, ,낮음
2021-01-27,구미(279),-0.1,10.5,4.7,0.4,46,1.5,2.8,X, ,낮음
2021-01-27,영천(281),-1.1,9.8,4.7,0.5,58.4,2,4.6,X, ,낮음
2021-01-27,경주시(283),-1.8,10.7,5.1,0.6,58.6,3.5,7.8,X, ,낮음
2021-01-27,거창(284),-4,10.1,3.7,-0.8,49,2.2,4.4,X, ,낮음
2021-01-27,합천(285),1.7,10.8,4.1,-0.6,64.6,,,X, ,낮음
2021-01-27,밀양(288),-1,11.2,4.9,0.4,53.5,0.8,2.8,X, ,낮음
2021-01-27,산청(289),-2,11,5.1,0.7,42.4,2.5,5.3,X, ,낮음
2021-01-27,거제(294),1.8,10.2,5.9,2.8,58,1.1,3.4,X, ,낮음
2021-01-27,남해(295),0,10.2,4.9,1.1,62.5,0.8,1.8,X, ,낮음
2021-01-27,부천(433),-1.2,6.3,2.3,-0.4,,0.9,3.2,X, ,낮음
2021-01-27,안양(434),-2.2,6.6,2.9,0.7,,2.1,4.6,X, ,낮음
2021-01-27,광명(437),-1.8,6.5,3.1,0.8,,1.4,3.2,X, ,낮음
2021-01-27,군포(438),-1.8,6.6,2.7,-0.4,,1.4,4,X, ,낮음
2021-01-27,김포(441),-3.7,5.7,1.3,-2.7,,1.4,3.6,X, ,낮음
2021-01-27,하남(444),-1.6,6.2,0.9,-3.6,,0.4,2.1,X, ,낮음
2021-01-27,의왕(445),-3.5,5.3,0.7,-3.3,,1.1,3.1,X, ,낮음
2021-01-27,포천(504),-6.6,6.6,-0.2,-5.2,61,1.2,4,X, ,낮음
2021-01-27,가평조종(505),-6.4,5.7,0.3,-4.1,52,1.3,3.2,X, ,낮음
2021-01-27,안성(516),-4.9,7.9,1,-3.3,66,1.1,5.1,X, ,낮음
2021-01-27,간성(517),-4.1,7.4,2.9,-1.5,50,1.8,4.7,X, ,낮음
2021-01-27,평창(526),-5.6,6.9,-0.2,-4.5,67,0.9,3.7,X, ,낮음
2021-01-27,의정부(532),-4.6,5.9,1.3,-3.4,48,1.2,3.8,X, ,낮음
2021-01-27,횡성(536),-5.5,7.5,0.2,-3.6,79,0.9,3.3,X, ,낮음
2021-01-27,고양(540),-4.6,6.6,0.3,-4.4,51,1.2,4.2,X, ,낮음
2021-01-27,남양주(541),-4.8,7.3,1.3,-3.3,55,1.3,4.1,X, ,낮음
2021-01-27,안산(545),-4.7,7.5,-0.1,-6.7,68,0.7,4,X, ,낮음
2021-01-27,경기광주(546),-4.4,6.5,1.2,-3.6,51,0.8,3.1,X, ,낮음
2021-01-27,여주(548),-4.5,6.4,1.5,-2.1,56,1.2,2.5,X, ,낮음
2021-01-27,용인(549),-4.4,7.2,1.3,-2.9,57,1.2,4,X, ,낮음
2021-01-27,오산(550),-3.4,7.3,1.6,-2.5,49,1.2,3.4,X, ,낮음
2021-01-27,평택(551),-4,6.9,1.8,-1.9,58,1.7,5.1,X, ,낮음
2021-01-27,화천(555),-6,8.1,0,-4.2,67,0.6,3,X, ,낮음
2021-01-27,양구(556),-8.1,7.6,-0.8,-6.2,62,0.9,3.7,X, ,낮음
2021-01-27,시흥(565),-5.6,6.5,0.3,-5.6,57,1.5,4.5,X, ,낮음
2021-01-27,구리(569),-3.7,6.9,1.7,-2.5,48,1.2,3.7,X, ,낮음
2021-01-27,화성(571),-3.9,7.2,1.6,-2.5,50,1,3.3,X, ,낮음
2021-01-27,성남(572),-3.1,7.2,2.5,-2.1,36,0.9,3.9,X, ,낮음
2021-01-27,과천(590),-5.2,7.3,1.6,-3.3,52,1.6,4.2,X, ,낮음
2021-01-27,양주(598),-7.6,5.5,-0.1,-5.2,55,1.7,4.9,X, ,낮음
2021-01-27,단양(601),-2.7,6.8,1.5,-2.1,72,0.7,2.5,X, ,낮음
2021-01-27,진천(602),-4.7,7.5,1.9,-2.1,60,1.8,4.7,X, ,낮음
2021-01-27,괴산(603),-4.3,7.4,1.5,-3.2,63,1.2,3.5,X, ,낮음
2021-01-27,옥천(604),-3.4,7.9,2,-2.3,63,1.1,3,X, ,낮음
2021-01-27,홍북(608),-4.7,6.5,1.6,-2.3,45,1.6,4.3,X, ,낮음
2021-01-27,공주(612),-4.5,7.3,1.6,-2.8,59,1.1,4,X, ,낮음
2021-01-27,서천(614),-3.1,8.3,3,-2.1,51,1.6,5.1,X, ,낮음
2021-01-27,논산(615),-3.2,8.8,2.7,-2,60,1.8,5.2,X, ,낮음
2021-01-27,당진(616),-5.9,5.1,0.6,-3.2,51,1.6,3.9,X, ,낮음
2021-01-27,청양(618),-3.4,6.1,0.6,-3.6,58,0.9,3,X, ,낮음
2021-01-27,음성(619),-5.8,6.2,0.9,-3.3,64,2.1,4.3,X, ,낮음
2021-01-27,증평(623),-2.4,7.1,2.1,-1.7,63,1.3,3.3,X, ,낮음
2021-01-27,태안(627),-3.1,5.6,1.4,-1.3,52,1.5,5,X, ,낮음
2021-01-27,예산(628),-4.3,6.4,1.6,-2,55,1.2,4.1,X, ,낮음
2021-01-27,아산(634),-4.9,6,1.2,-2,56,1.7,4.1,X, ,낮음
2021-01-27,계룡(636),-5.5,7.2,0.7,-4.3,59,1.3,4.8,X, ,낮음
2021-01-27,연천청산(652),-6,5.8,-0.3,-5,60,0.9,3.5,X, ,낮음
2021-01-27,양양(670),-1.9,8.1,3.8,0.1,53,2,5.2,X, ,낮음
2021-01-27,무안(699),-2.6,8.5,3.8,0.5,62,4.1,8.7,X, ,낮음
2021-01-27,무주(701),-5.4,7.5,1.5,-2.4,64,1.5,4.3,X, ,낮음
2021-01-27,익산(702),-2.2,8,3.9,-0.3,51,2.8,5.8,X, ,낮음
2021-01-27,진안(703),-5.1,6.3,1.2,-2.5,60,2.2,5.9,X, ,낮음
2021-01-27,담양(706),-1.4,10.6,4.6,0.9,51,2.8,5.4,X, ,낮음
2021-01-27,구례(709),-0.7,11.6,5.8,0.3,48,2.1,5.3,X, ,낮음
2021-01-27,나주(710),-2,10,4.4,0.1,60,2.8,6.3,X, ,낮음
2021-01-27,순천시(712),0.9,12,6.3,2,41,1.7,4.2,X, ,낮음
2021-01-27,광양읍(713),0.2,12.2,5.8,0.2,57,1.1,3.1,X, ,낮음
2021-01-27,장성(730),-8.3,9,4.1,0,55,2.8,7.5,X, ,낮음
2021-01-27,영암(731),-3.1,10,3.8,-1.6,66,2,6.1,X, ,낮음
2021-01-27,보성(732),-2.8,10.5,3.6,-3,56,1.8,3.9,X, ,낮음
2021-01-27,완주(734),-3.9,9.4,3.2,-1.1,60,1.5,4.3,X, ,낮음
2021-01-27,김제(737),-3.5,8,3.1,0.1,54,2.6,5.6,X, ,낮음
2021-01-27,화순(741),-1.6,10.8,4.5,0.2,47,2.1,6,X, ,낮음
2021-01-27,함평(754),-2.1,8.9,4.2,-0.6,60,3.5,6.7,X, ,낮음
2021-01-27,곡성(768),-2.3,10.3,4.5,0,42,2.8,5.4,X, ,낮음
2021-01-27,압해도(789),-1,8,4.2,1.5,60,4.2,7.8,X, ,낮음
2021-01-27,영양(801),-4.4,9,2,-2.7,73,1.3,3.4,X, ,낮음
2021-01-27,성주(810),-1.2,10.1,4.9,-0.8,46,2.4,5.1,X, ,낮음
2021-01-27,고령(812),-3.7,9.8,3,-1.8,61,1.2,4.6,X, ,낮음
2021-01-27,청도(813),-1.4,10.5,4.7,-0.3,51,1.7,3.7,X, ,낮음
2021-01-27,예천(815),-3.2,8.8,2.4,-2.4,58,0.9,3.3,X, ,낮음
2021-01-27,김천(822),-3.7,9.3,3.2,-3,50,1.7,3.7,X, ,낮음
2021-01-27,군위(823),-2.8,8.9,2.3,-2.3,65,1.2,3.7,X, ,낮음
2021-01-27,칠곡(825),-1.1,10.2,5,0.6,51,2.1,5.1,X, ,낮음
2021-01-27,경산(827),0.1,10,5.5,2,45,1.7,4.6,X, ,낮음
2021-01-27,삼척(876),-1.5,8.5,4.5,0.5,40,1.7,4.1,X, ,낮음
2021-01-27,속초(90),-1.3,6.7,3.3,0.3,38.4,2,5.2,X, ,낮음
2021-01-27,삼천포(907),-0.7,11.1,6.5,2.5,41,1.9,4.5,X, ,낮음
2021-01-27,고성(918),-3.1,11.2,4.4,-0.7,57,2.7,7.2,X, ,낮음
2021-01-27,창녕(919),-0.1,10.3,5.1,0.5,52,2.4,5.4,X, ,낮음
2021-01-27,함안(920),-4.5,10.7,2.8,-2.3,70,1.6,7.2,X, ,낮음
2021-01-27,북춘천(93),-5.9,7.3,0.1,-5,68.3,0.8,3.1,X, ,낮음
2021-01-27,하동(932),-1.8,12,4.2,-0.3,75,0.9,3.3,X, ,낮음
2021-01-27,철원(95),-8.7,5.8,-0.7,-6,63,0.7,3.3,X, ,낮음
2021-01-27,동두천(98),-4,6.7,0.9,-3.3,47.9,1.2,4.5,X, ,낮음
2021-01-27,파주(99),-6.6,5.9,-0.3,-5.8,59.5,1.2,5.4,X, ,낮음
2021-01-28,북강릉(104),-12.8,7.2,0.5,-6.2,30.5,3,7.9,주의보, ,낮음
2021-01-28,동해(106),-13.3,9.8,0.6,-5.7,37.1,3.7,9.4,주의보, ,낮음
2021-01-28,서울(108),-19.4,1.4,-2.6,-9.7,52.3,4,8.7,주의보, ,낮음
2021-01-28,인천(112),-19.9,1.4,-2.6,-8.9,50.9,6.8,13.9,주의보, ,낮음
2021-01-28,원주(114),-14.9,4.1,-2.2,-7.7,55.1,2.7,8,주의보, ,낮음
2021-01-28,울릉도(115),-10.8,9.3,2.8,-3.4,53.1,4.1,10.6,X, ,낮음
2021-01-28,수원(119),-17.3,1.6,-2.6,-8.6,61.9,4.2,10.4,주의보, ,낮음
2021-01-28,영월(121),-14.8,5.5,-2.5,-7.8,55.4,2.3,9.1,주의보, ,낮음
2021-01-28,충주(127),-15.6,3.6,-2.8,-8.2,57.4,3.2,8.3,주의보, ,낮음
2021-01-28,서산(129),-15.1,2.6,-1.9,-6.3,63.4,4.9,9.8,X, ,낮음
2021-01-28,울진(130),-12.6,9.5,1.3,-5.7,40.8,4.1,9.9,X, ,낮음
2021-01-28,청주(131),-14.5,4,-1.8,-6.9,54.9,2.6,6.1,X, ,낮음
2021-01-28,대전(133),-12.6,5.6,-1.6,-6.6,66,2.6,6.3,X, ,낮음
2021-01-28,추풍령(135),-18.1,6.7,-2.7,-8.2,59.3,4.2,10.8,X, ,낮음
2021-01-28,안동(136),-15.6,7.1,-1.8,-7.5,55.8,3.6,10.1,주의보, ,낮음
2021-01-28,상주(137),-16.5,8.3,-1.9,-7,60.6,3.5,10,X, ,낮음
2021-01-28,포항(138),-11.9,11.6,3,-4,45.5,4,8.4,주의보, ,낮음
2021-01-28,군산(140),-12.7,4.2,-0.4,-5.2,62.1,5.1,11.4,X, ,낮음
2021-01-28,대구(143),-13.3,11.1,1.2,-4.7,67,4.1,10.4,X, ,낮음
2021-01-28,전주(146),-12.1,6.9,-0.5,-5.3,65.8,3.2,8.8,X, ,낮음
2021-01-28,울산(152),-10.1,11.9,3.1,-3.6,53.9,3.1,6.9,주의보, ,낮음
2021-01-28,창원(155),-10.1,11.6,2.7,-4,43,2,6,X, ,낮음
2021-01-28,광주(156),-8.5,6.9,0.7,-4.3,71.8,1.6,4.5,X, ,낮음
2021-01-28,부산(159),-10.8,11.1,4.4,-2.9,46.1,4,11.8,주의보, ,낮음
2021-01-28,통영(162),-8.4,10.8,3.8,-1.9,53.8,4.1,9.4,X, ,낮음
2021-01-28,목포(165),-12.7,7.5,1.1,-3.9,73,5.6,12.9,X, ,낮음
2021-01-28,여수(168),-12.8,9.4,2.9,-3,55.6,6.4,14.8,X, ,낮음
2021-01-28,흑산도(169),-10.7,9.9,3.3,-1.5,69.9,8.8,18.8,X, ,낮음
2021-01-28,완도(170),-8.5,9.5,2.8,-1.9,63.3,4.6,11.1,X, ,낮음
2021-01-28,고창(172),-13.1,6.3,-0.6,-4.8,76.5,5,11.6,X, ,낮음
2021-01-28,제주(184),-8.1,10.6,6.2,0.4,60.3,5.9,11.8,X, ,낮음
2021-01-28,진주(192),-8.9,10.7,1.4,-3,58.1,2.3,7.6,X, ,낮음
2021-01-28,양평(202),-15.6,2,-2.7,-7.7,60.4,3.4,7.9,주의보, ,낮음
2021-01-28,이천(203),-15.2,2.3,-2.9,-8.3,59.6,2.6,7,주의보, ,낮음
2021-01-28,인제(211),-16.2,2.1,-3.7,-8.8,58,2.2,6,경보, ,낮음
2021-01-28,홍천(212),-15.6,0.7,-3.5,-8.7,60.4,2.5,9,경보, ,낮음
2021-01-28,태백(216),-18.4,3.7,-4.7,-11.8,54.6,2.1,5.7,경보, ,낮음
2021-01-28,정선군(217),-19,3,-4.4,-9.6,59.3,4.5,12.8,경보, ,낮음
2021-01-28,제천(221),-16.6,1.4,-4,-9.3,64.1,2.7,7.9,주의보, ,낮음
2021-01-28,보은(226),-14.4,4.7,-2.5,-7.3,66.3,2.5,7.6,주의보, ,낮음
2021-01-28,천안(232),-15.3,2.7,-3,-7.3,70.3,2.8,7.1,주의보, ,낮음
2021-01-28,보령(235),-11.8,4.6,-1,-5.3,64.8,1.8,4.6,X, ,낮음
2021-01-28,부여(236),-11.8,4.3,-1.5,-5.5,64.5,2.4,7.5,X, ,낮음
2021-01-28,금산(238),-13.5,6.7,-1.8,-6.5,67,2.9,7,X, ,낮음
2021-01-28,세종(239),-13.4,4.5,-2.4,-7.1,57.5,2.5,7.2,X, ,낮음
2021-01-28,부안(243),-10.1,5.6,0.1,-4.2,73.1,2.9,7.1,X, ,낮음
2021-01-28,임실(244),-12.4,5.7,-1.7,-6.3,72.5,1.9,4.8,주의보, ,낮음
2021-01-28,정읍(245),-13.1,6.1,-0.8,-5.5,69.9,3.5,8.5,X, ,낮음
2021-01-28,남원(247),-10.7,5.9,-1,-5.9,74.4,2,6.6,X, ,낮음
2021-01-28,장수(248),-16.3,5,-2.2,-8.2,66,3.1,7,주의보, ,낮음
